Time,Value
2017-03-18 00:15:00,404.0065
2017-03-18 00:30:00,402.3807
2017-03-18 00:45:00,413.3547
2017-03-18 01:00:00,396.6905
2017-03-18 01:15:00,407.6645
2017-03-18 01:30:00,411.7289
2017-03-18 01:45:00,418.6385
2017-03-18 02:00:00,414.9805
2017-03-18 02:15:00,415.3869
2017-03-18 02:30:00,411.3225
2017-03-18 02:45:00,407.25800000000004
2017-03-18 03:00:00,417.4192
2017-03-18 03:15:00,415.3869
2017-03-18 03:30:00,418.6385
2017-03-18 03:45:00,376.7746
2017-03-18 04:00:00,382.4649
2017-03-18 04:15:00,407.25800000000004
2017-03-18 04:30:00,398.3162
2017-03-18 04:45:00,412.9483
2017-03-18 05:00:00,410.916
2017-03-18 05:15:00,401.5678
2017-03-18 05:30:00,398.7227
2017-03-18 05:45:00,407.25800000000004
2017-03-18 06:00:00,403.6
2017-03-18 06:15:00,417.4192
2017-03-18 06:30:00,411.3225
2017-03-18 06:45:00,414.9805
2017-03-18 07:00:00,417.4192
2017-03-18 07:15:00,421.0772
2017-03-18 07:30:00,417.4192
2017-03-18 07:45:00,395.4711
2017-03-18 08:00:00,392.2196
2017-03-18 08:15:00,445.4639
2017-03-18 08:30:00,503.99199999999996
2017-03-18 08:45:00,543.0107
2017-03-18 09:00:00,527.5658
2017-03-18 09:15:00,529.5980000000001
2017-03-18 09:30:00,528.7851
2017-03-18 09:45:00,517.4047
2017-03-18 10:00:00,531.6302
2017-03-18 10:15:00,509.6822
2017-03-18 10:30:00,517.8111
2017-03-18 10:45:00,532.4431
2017-03-18 11:00:00,510.4951
2017-03-18 11:15:00,499.1146
2017-03-18 11:30:00,480.4181
2017-03-18 11:45:00,475.1344
2017-03-18 12:00:00,466.599
2017-03-18 12:15:00,441.3994
2017-03-18 12:30:00,434.8963
2017-03-18 12:45:00,455.2186
2017-03-18 13:00:00,486.1084
2017-03-18 13:15:00,464.9732
2017-03-18 13:30:00,467.0055
2017-03-18 13:45:00,473.915
2017-03-18 14:00:00,478.7924
2017-03-18 14:15:00,489.3599
2017-03-18 14:30:00,478.3859
2017-03-18 14:45:00,477.9795
2017-03-18 15:00:00,475.1344
2017-03-18 15:15:00,473.915
2017-03-18 15:30:00,480.8246
2017-03-18 15:45:00,482.8568
2017-03-18 16:00:00,476.7601
2017-03-18 16:15:00,477.57300000000004
2017-03-18 16:30:00,477.1666
2017-03-18 16:45:00,464.1603
2017-03-18 17:00:00,459.6894
2017-03-18 17:15:00,448.7154
