Time,Value
2017-06-04 00:15:00,0.4913
2017-06-04 00:30:00,0.6317
2017-06-04 00:45:00,0.4913
2017-06-04 01:00:00,0.6317
2017-06-04 01:15:00,0.4212
2017-06-04 01:30:00,0.35100000000000003
2017-06-04 01:45:00,0.4212
2017-06-04 02:00:00,0.5615
2017-06-04 02:15:00,0.4212
2017-06-04 02:30:00,0.4212
2017-06-04 02:45:00,0.4212
2017-06-04 03:00:00,0.4913
2017-06-04 03:15:00,0.35100000000000003
2017-06-04 03:30:00,0.4212
2017-06-04 03:45:00,0.5615
2017-06-04 04:00:00,0.35100000000000003
2017-06-04 04:15:00,0.4913
2017-06-04 04:30:00,0.4212
2017-06-04 04:45:00,0.35100000000000003
2017-06-04 05:00:00,0.4212
2017-06-04 05:15:00,0.4913
2017-06-04 05:30:00,0.4212
2017-06-04 05:45:00,0.9827
2017-06-04 06:00:00,0.7721
2017-06-04 06:15:00,0.9125
2017-06-04 06:30:00,0.7019
2017-06-04 06:45:00,0.7019
2017-06-04 07:00:00,0.7019
2017-06-04 07:15:00,0.9125
2017-06-04 07:30:00,1.4038
2017-06-04 07:45:00,2.8077
2017-06-04 08:00:00,4.0712
2017-06-04 08:15:00,7.3702
2017-06-04 08:30:00,8.0019
2017-06-04 08:45:00,9.6866
2017-06-04 09:00:00,11.300999999999998
2017-06-04 09:15:00,11.0904
2017-06-04 09:30:00,11.300999999999998
2017-06-04 09:45:00,11.3712
2017-06-04 10:00:00,11.0904
2017-06-04 10:15:00,10.6692
2017-06-04 10:30:00,10.8096
2017-06-04 10:45:00,11.0904
2017-06-04 11:00:00,11.0202
2017-06-04 11:15:00,10.7394
2017-06-04 11:30:00,10.95
2017-06-04 11:45:00,11.0202
2017-06-04 12:00:00,7.7212
2017-06-04 12:15:00,2.9481
2017-06-04 12:30:00,2.9481
2017-06-04 12:45:00,2.5269
2017-06-04 13:00:00,2.6673
2017-06-04 13:15:00,2.2462
2017-06-04 13:30:00,2.176
2017-06-04 13:45:00,7.0894
2017-06-04 14:00:00,10.3885
2017-06-04 14:15:00,10.0375
2017-06-04 14:30:00,10.3183
2017-06-04 14:45:00,10.8798
2017-06-04 15:00:00,9.7567
2017-06-04 15:15:00,9.8971
2017-06-04 15:30:00,10.1779
2017-06-04 15:45:00,10.4587
2017-06-04 16:00:00,10.6692
2017-06-04 16:15:00,10.5289
2017-06-04 16:30:00,10.8096
2017-06-04 16:45:00,10.4587
2017-06-04 17:00:00,10.3885
2017-06-04 17:15:00,10.3183
2017-06-04 17:30:00,9.7567
2017-06-04 17:45:00,4.3519
2017-06-04 18:00:00,4.1414
2017-06-04 18:15:00,3.2289
2017-06-04 18:30:00,2.4567
2017-06-04 18:45:00,0.8423
2017-06-04 19:00:00,0.8423
2017-06-04 19:15:00,0.4212
2017-06-04 19:30:00,0.4212
2017-06-04 19:45:00,0.4212
2017-06-04 20:00:00,0.6317
2017-06-04 20:15:00,1.0529
2017-06-04 20:30:00,0.7019
2017-06-04 20:45:00,1.2635
2017-06-04 21:00:00,1.4038
2017-06-04 21:15:00,1.1231
2017-06-04 21:30:00,1.2635
2017-06-04 21:45:00,1.0529
2017-06-04 22:00:00,1.1231
2017-06-04 22:15:00,0.9827
2017-06-04 22:30:00,1.1231
