Time,Value
2016-06-02 00:15:00,36.3608
2016-06-02 00:30:00,34.8458
2016-06-02 00:45:00,36.0112
2016-06-02 01:00:00,34.6127
2016-06-02 01:15:00,35.6615
2016-06-02 01:30:00,35.0788
2016-06-02 01:45:00,35.1954
2016-06-02 02:00:00,35.7781
2016-06-02 02:15:00,35.545
2016-06-02 02:30:00,33.4473
2016-06-02 02:45:00,34.3796
2016-06-02 03:00:00,33.9134
2016-06-02 03:15:00,32.1653
2016-06-02 03:30:00,32.0488
2016-06-02 03:45:00,31.6992
2016-06-02 04:00:00,30.8834
2016-06-02 04:15:00,31.9322
2016-06-02 04:30:00,31.233
2016-06-02 04:45:00,30.3007
2016-06-02 05:00:00,31.4661
2016-06-02 05:15:00,30.9999
2016-06-02 05:30:00,29.3683
2016-06-02 05:45:00,31.9322
2016-06-02 06:00:00,32.8646
2016-06-02 06:15:00,34.1465
2016-06-02 06:30:00,28.9022
2016-06-02 06:45:00,24.0074
2016-06-02 07:00:00,24.4736
2016-06-02 07:15:00,34.9623
2016-06-02 07:30:00,50.9284
2016-06-02 07:45:00,60.3682
2016-06-02 08:00:00,77.4998
2016-06-02 08:15:00,95.5636
2016-06-02 08:30:00,108.6162
2016-06-02 08:45:00,108.9658
2016-06-02 09:00:00,107.6839
2016-06-02 09:15:00,114.4433
2016-06-02 09:30:00,127.962
2016-06-02 09:45:00,135.1876
2016-06-02 10:00:00,150.571
2016-06-02 10:15:00,153.368
2016-06-02 10:30:00,165.6048
2016-06-02 10:45:00,177.0258
2016-06-02 11:00:00,182.6197
2016-06-02 11:15:00,183.9017
2016-06-02 11:30:00,161.5258
2016-06-02 11:45:00,153.9507
2016-06-02 12:00:00,168.4017
2016-06-02 12:15:00,179.9393
2016-06-02 12:30:00,207.3264
2016-06-02 12:45:00,198.0032
2016-06-02 13:00:00,202.3152
2016-06-02 13:15:00,198.5859
2016-06-02 13:30:00,193.6911
2016-06-02 13:45:00,200.6836
2016-06-02 14:00:00,197.4205
2016-06-02 14:15:00,175.2777
2016-06-02 14:30:00,199.2851
2016-06-02 14:45:00,184.2513
2016-06-02 15:00:00,185.8829
2016-06-02 15:15:00,167.3529
2016-06-02 15:30:00,178.6574
2016-06-02 15:45:00,186.4656
2016-06-02 16:00:00,199.1686
2016-06-02 16:15:00,210.5896
2016-06-02 16:30:00,194.74
2016-06-02 16:45:00,190.3115
2016-06-02 17:00:00,209.6573
2016-06-02 17:15:00,214.55200000000002
2016-06-02 17:30:00,206.16099999999997
2016-06-02 17:45:00,192.9919
2016-06-02 18:00:00,186.6987
2016-06-02 18:15:00,167.2363
2016-06-02 18:30:00,157.0973
2016-06-02 18:45:00,150.571
2016-06-02 19:00:00,144.1612
2016-06-02 19:15:00,146.7251
2016-06-02 19:30:00,158.8454
2016-06-02 19:45:00,156.7476
2016-06-02 20:00:00,180.52200000000002
2016-06-02 20:15:00,170.3829
2016-06-02 20:30:00,172.2476
2016-06-02 20:45:00,167.58599999999998
2016-06-02 21:00:00,162.4582
2016-06-02 21:15:00,173.0634
2016-06-02 21:30:00,193.4581
2016-06-02 21:45:00,183.7852
2016-06-02 22:00:00,175.3942
2016-06-02 22:15:00,192.9919
2016-06-02 22:30:00,203.4806
2016-06-02 22:45:00,184.1348
